iter	RMSE
157	0.241652661
158	0.2403005388
159	0.239046435
160	0.2385387675
161	0.2379509351
162	0.2366814929
163	0.2362151387
164	0.2357262304
165	0.2351657224
166	0.234701546
167	0.2342771094
168	0.2331261067
169	0.2326488276
170	0.2321443198
171	0.2316069455
172	0.231164856
173	0.2307261821
174	0.2296034257
175	0.2290873865
176	0.2286752547
177	0.2282124886
178	0.2277811808
179	0.2273489945
180	0.2269231719
181	0.2265044536
182	0.2260707063
183	0.2256666105
184	0.2246029909
185	0.2242149904
186	0.2237834975
187	0.2234139242
188	0.2230314918
189	0.2226646092
190	0.2222667749
191	0.2218693136
192	0.2208775326
193	0.2204395545
194	0.2200286277
195	0.2196619247
196	0.2193378015
197	0.2190179053
198	0.2186852088
199	0.2183746308
200	0.2180405957
201	0.2176941869
202	0.2167101513
203	0.2163958149
204	0.2160641319
205	0.2150573135
206	0.2146920532
207	0.2143161653
208	0.2134162101
209	0.2131029866
210	0.2127673229
211	0.2124261313
212	0.2120396336
213	0.2117641866
214	0.2113667163
215	0.2111109331
216	0.2106892289
217	0.2097678718
218	0.2094552139
219	0.2091401308
220	0.2088553887
221	0.2085847347
222	0.2082824243
223	0.2073902788
224	0.2065790424
225	0.2063134655
226	0.2059516609
227	0.2056905911
228	0.2053516417
229	0.2045276368
230	0.2037916033
231	0.2035494552
232	0.2033015903
233	0.2030368191
234	0.2028018445
235	0.2020246135
236	0.2017265015
237	0.2013711181
238	0.2011030016
239	0.2008543987
240	0.2001025077
241	0.1998627393
242	0.1996355001
243	0.1994098359
244	0.1986790634
245	0.1983735503
246	0.198124187
247	0.197821021
248	0.1975596306
249	0.1973413372
250	0.1971315283
251	0.1969311883
252	0.1966418753
253	0.1959437342
254	0.1957286491
255	0.195530935
256	0.1952876757
257	0.1950928364
258	0.1948710869
259	0.194587648
260	0.1939121709
261	0.1937023318
262	0.1934338633
263	0.1931991205
264	0.1929388321
265	0.1927425419
266	0.1925618558
267	0.1923837134
268	0.191744142
269	0.1914436952
270	0.1911688302
271	0.1905479106
272	0.190278018
273	0.1900934788
274	0.1899154787
275	0.1896939858
276	0.189438981
277	0.1891516639
278	0.1889513656
279	0.1887049281
280	0.1885518709
281	0.188314051
282	0.187776636
283	0.1876184033
284	0.1870492878
285	0.1868656714
286	0.1866544697
287	0.1864064568
288	0.1859058657
289	0.1857287589
290	0.1855284727
291	0.1853651249
292	0.1852091428
293	0.1847345754
294	0.1844688821
295	0.1843208837
296	0.1841575094
297	0.1840075735
298	0.1838226467
299	0.1836120623
300	0.1834420318
301	0.1832373102
302	0.1830097215
303	0.1828139604
304	0.1826716988
305	0.1821535584
306	0.1819724182
307	0.181733462
308	0.1815532218
309	0.1813523926
310	0.1811482481
311	0.1809719283
312	0.180737761
313	0.1805916773
314	0.1804579626
315	0.1803374784
316	0.180139357
317	0.1799866771
318	0.1797771962
319	0.1793430391
320	0.1791999229
321	0.1790728589
322	0.1786455357
323	0.1781796445
324	0.1780114671
325	0.1778494324
326	0.1774072451
327	0.1772007717
328	0.1768190665
329	0.1766906553
330	0.1764795367
331	0.176295759
332	0.1761521806
333	0.1759514893
334	0.1757893669
335	0.1756009523
336	0.1754081355
337	0.1752893584
338	0.1751613784
339	0.1749912449
340	0.1748190739
341	0.1746395703
342	0.1742816907
343	0.1741072166
344	0.1739652138
345	0.1737941362
346	0.1736754636
347	0.1735717052
348	0.1734179592
349	0.1732960369
350	0.1731140517
351	0.1729633807
352	0.1725687935
353	0.1724735105
354	0.1723426008
355	0.1722292798
356	0.1720761195
357	0.1719378242
358	0.1717687023
359	0.1716188235
360	0.1714903915
361	0.1713770798
362	0.171237986
363	0.1710731116
364	0.1707020819
365	0.1706004487
366	0.1704773866
367	0.1703767396
368	0.1702271563
369	0.1700773388
370	0.1699479288
371	0.1696364719
372	0.1695354418
373	0.1693742137
374	0.1692395211
375	0.1688887465
376	0.1687901391
377	0.1686502238
378	0.1685317863
379	0.1683920229
380	0.1682449126
381	0.1681517773
382	0.1680052171
383	0.1676728799
384	0.1675395218
385	0.1674274748
386	0.1672876311
387	0.1671556484
388	0.1670062592
389	0.1668710008
390	0.1667760098
391	0.1666486651
392	0.1665379326
393	0.1663957436
394	0.1662558256
395	0.1661636359
396	0.1660489032
397	0.165922171
398	0.165821143
399	0.1657352426
400	0.1654218334
401	0.1652937326
402	0.1651957381
403	0.1651163841
404	0.1649814484
405	0.1648438491
406	0.1647125097
407	0.164633335
408	0.1645226882
409	0.1643991943
410	0.164271851
411	0.164157034
412	0.1640825632
413	0.163991862
414	0.1639196614
415	0.1638368808
416	0.1637198628
417	0.1636481964
418	0.1635482755
419	0.1634606515
420	0.1632065403
421	0.1631084251
422	0.1630079866
423	0.162883547
424	0.1628118578
425	0.1626910928
426	0.162591438
427	0.1625245304
428	0.1622529165
429	0.16198234
430	0.1618882241
431	0.1617798299
432	0.161675306
433	0.1615595809
434	0.1614497965
435	0.1613376417
436	0.161257174
437	0.1610345357
438	0.1609391113
439	0.1608512977
440	0.1607583994
441	0.1606807936
442	0.1605850275
443	0.1605153764
444	0.1604297097
445	0.1603512864
446	0.1602595457
447	0.1601706579
448	0.1600844417
449	0.160026422
450	0.1599649151
451	0.1597233903
452	0.1595221302
453	0.1594194338
454	0.1593140772
455	0.1592328306
456	0.1591280379
457	0.1590301177
458	0.1589311089
459	0.1588608113
460	0.1587572274
461	0.1586808514
462	0.158583616
463	0.1585070146
464	0.1584520381
465	0.1583712349
466	0.1582915078
467	0.1581023333
468	0.1579943298
469	0.1579337198
470	0.1578680306
471	0.1577555843
472	0.15767243
473	0.1575646749
474	0.1574849258
475	0.157424079
476	0.1573717989
477	0.1572697202
478	0.1571927964
479	0.1571107805
480	0.1570268008
481	0.1569552532
482	0.1568534452
483	0.1566793363
484	0.1565985982
485	0.1565273516
486	0.1564692181
487	0.156394781
488	0.1562234025
489	0.1561367884
490	0.1559715929
491	0.1558696268
492	0.1557710682
493	0.1556970597
494	0.1556358681
495	0.1555667173
496	0.1554918009
497	0.1554143006
498	0.1553230696
499	0.1552530093
500	0.1552004202
501	0.1551155249
502	0.1550617065
503	0.1550105156
504	0.1549440517
505	0.1548918259
506	0.1548156331
507	0.1547380842
508	0.1546694715
509	0.1545972784
510	0.1544157217
511	0.1543640454
512	0.154295961
513	0.1542321224
514	0.1540520195
515	0.1539837938
516	0.1539443608
517	0.1538855405
518	0.1538459386
519	0.1537589328
520	0.1536705681
521	0.1535975737
522	0.1535428049
523	0.1534760468
524	0.1533963618
525	0.1533339154
526	0.1531930996
527	0.1531299244
528	0.1530756597
529	0.1530311473
530	0.1529839876
531	0.152916875
532	0.1528476727
533	0.1527809815
534	0.1527195242
535	0.1526809465
536	0.1526108211
537	0.1525698849
538	0.1525028131
539	0.1524116708
540	0.1523435102
541	0.1522631738
542	0.1522223897
543	0.1521615896
544	0.1521149184
545	0.1520357647
546	0.1519790603
547	0.1518476492
548	0.1517926348
549	0.1517462589
550	0.1516837618
551	0.15160784
552	0.1515435461
553	0.1513849298
554	0.1512993195
555	0.1512579819
556	0.1512012201
557	0.151127836
558	0.1510681935
559	0.1510045635
560	0.150922594
561	0.1508745339
562	0.1508026306
563	0.1507671347
564	0.1507246046
565	0.1506867319
566	0.1506292425
567	0.150591346
568	0.1505188208
569	0.150465436
570	0.1504185742
571	0.1503819071
572	0.1502626061
573	0.1502056048
574	0.1501540221
575	0.1501235549
576	0.1500823153
577	0.150032421
578	0.1499986898
579	0.1499590939
580	0.1499294661
581	0.1498779794
582	0.1498230202
583	0.1497565671
584	0.149705622
585	0.1496559628
586	0.1496268562
587	0.1494864312
588	0.1494381038
589	0.1494054538
590	0.1493667756
591	0.1493215849
592	0.1492912602
593	0.1492311876
594	0.1491840161
595	0.149122728
596	0.1490697621
597	0.149027822
598	0.1489707209
599	0.1488642855
600	0.1488222151
601	0.1487718768
602	0.1487200277
603	0.1486626898
604	0.148606357
605	0.148578474
606	0.1485257199
607	0.1484927862
608	0.148452712
609	0.1484152639
610	0.148376722
611	0.148330253
612	0.1482792323
613	0.1482504947
614	0.1482231462
615	0.1481233219
616	0.1480780865
617	0.1480301531
618	0.1479909337
619	0.1479556987
620	0.1479088425
621	0.1478618564
622	0.1477652964
623	0.1477117436
624	0.1476652768
625	0.147631918
626	0.1475742252
627	0.1475284201
628	0.1474888111
629	0.1474229096
630	0.1473903438
631	0.1473345431
632	0.1472817849
633	0.1472405932
634	0.1471917737
635	0.1471472558
636	0.1471128616
637	0.1470743929
638	0.1470452871
639	0.1469895906
640	0.1469234559
641	0.1468829855
642	0.1468344424
643	0.1468080803
644	0.1467556828
645	0.1466973879
646	0.1466718767
647	0.1466465229
648	0.1466188089
649	0.1465721007
650	0.1465476732
651	0.1465058947
652	0.1464812503
653	0.1464309827
654	0.1463936833
655	0.1462730005
656	0.1462351207
657	0.1461855369
658	0.1461448493
659	0.1460932167
660	0.1460614164
661	0.1460277272
662	0.1460035458
663	0.1459649586
664	0.1458486928
665	0.1458257066
666	0.1457887349
667	0.1457526109
668	0.1457297777
669	0.1456954074
670	0.1455826392
671	0.1455573052
672	0.1455256078
673	0.1455034672
674	0.1454637161
675	0.1454389041
676	0.1453899593
677	0.145281375
678	0.1452341566
679	0.145192606
680	0.145088782
681	0.1450508519
682	0.1450110373
683	0.1449719453
684	0.1449497762
685	0.1449216351
686	0.1448921896
687	0.1447928527
688	0.1447542879
689	0.144716499
690	0.1446766428
691	0.1446221073
692	0.1445753118
693	0.1445302902
694	0.1444913838
695	0.1444643909
696	0.144392551
697	0.1443645612
698	0.1443342376
699	0.1443129967
700	0.1442687696
701	0.1442318455
702	0.1441948805
703	0.1441009756
704	0.1440424196
705	0.1440193793
706	0.1439808792
707	0.1439529917
708	0.1439215932
709	0.1439012576
710	0.1438597518
711	0.1438307227
712	0.1438089346
713	0.1437640911
714	0.1437220341
715	0.1437010279
716	0.1436664774
717	0.1436312964
718	0.1436017388
719	0.1435114801
720	0.1434712739
721	0.1434348738
722	0.1434003678
723	0.1433626654
724	0.1433395976
725	0.143288882
726	0.143256642
727	0.1432199407
728	0.1431880738
729	0.1431565123
730	0.143125668
731	0.1431054024
732	0.1430793981
733	0.1430602309
734	0.1429979072
735	0.1429637809
736	0.1429454505
737	0.1429076681
738	0.14282359
739	0.1427916409
740	0.1427513339
741	0.1427323015
742	0.1426994367
743	0.1426807869
744	0.1426550035
745	0.1426220843
746	0.142589234
747	0.1425526364
748	0.1425194727
749	0.1424945346
750	0.1424762744
751	0.1424445097
752	0.142419014
753	0.142387608
754	0.1423473351
755	0.1423173034
756	0.1422988971
757	0.1422747578
758	0.1422524375
759	0.142216449
760	0.1421866577
761	0.1421520984
762	0.1421204954
763	0.1421031987
764	0.1420768933
765	0.1420384179
766	0.141959697
767	0.141921408
768	0.1418873627
769	0.141856611
770	0.1418390723
771	0.1418220336
772	0.141790351
773	0.1417622432
774	0.1417331475
775	0.1417099737
776	0.141676661
777	0.1415993486
778	0.1415721534
779	0.141544081
780	0.1415275807
781	0.1414989643
782	0.1414526427
783	0.1414278442
784	0.141395485
785	0.141363594
786	0.1413460441
787	0.1413297363
788	0.1412964246
789	0.1412222087
790	0.1411907859
791	0.1411736429
792	0.1411441648
793	0.14111703
794	0.141088489
795	0.141060385
796	0.1410447861
797	0.141018264
798	0.1409851622
799	0.1409632409
800	0.1409384085
801	0.1409126682
802	0.1408923539
803	0.1408758167
804	0.140849908
805	0.140825102
806	0.1408096184
807	0.1407911325
808	0.1407656903
809	0.1407426029
810	0.1407166699
811	0.1407015681
812	0.1406750617
813	0.1406454498
814	0.1406061312
815	0.140591205
816	0.1405640443
817	0.1405137062
818	0.1404883047
819	0.1404614053
820	0.1404318684
821	0.1404116229
822	0.1403778571
823	0.1403092987
824	0.1402932585
825	0.1402739346
826	0.1402593271
827	0.1401932134
828	0.1401678773
829	0.1401421777
830	0.1401106976
831	0.1400951284
832	0.1400725065
833	0.1400481254
834	0.1400249588
835	0.1400001833
836	0.1399761253
837	0.1399514561
838	0.1399315002
839	0.1399084538
840	0.1398832505
841	0.1398682646
842	0.1398545972
843	0.1398409031
844	0.1398103934
845	0.1397968988
846	0.139761747
847	0.1397367352
848	0.1396908399
849	0.1396667242
850	0.1396531008
851	0.1396222272
852	0.1395985715
853	0.139564808
854	0.1395204164
855	0.1394953696
856	0.1394719998
857	0.1394356066
858	0.139401185
859	0.1393776782
860	0.1393160233
861	0.1392898005
862	0.1392303491
863	0.1392018192
864	0.1391885859
865	0.1391601845
866	0.1391473289
867	0.1391217384
868	0.1390991642
869	0.1390756463
870	0.1390534723
871	0.1390177078
872	0.1389601994
873	0.1389328122
874	0.1389138644
875	0.1389011401
876	0.1388625852
877	0.1388403515
878	0.1388005889
879	0.1387785186
880	0.1387562387
881	0.1387340951
882	0.1387096003
883	0.138676419
884	0.1386527326
885	0.1386207705
886	0.1385982819
887	0.1385858139
888	0.1385695187
889	0.1385480238
890	0.1384936404
891	0.1384810891
892	0.1384568382
893	0.1384363319
894	0.1384140296
895	0.1383728385
896	0.1383548733
897	0.1383232416
898	0.1383111381
899	0.1382904164
900	0.1382692143
901	0.1382482787
902	0.1382254084
903	0.1381998301
904	0.1381823221
905	0.1381525678
906	0.1381404889
907	0.1381217527
908	0.1380896737
909	0.1380670856
910	0.1380464012
911	0.1380247724
912	0.1380097945
913	0.1379889937
914	0.1379774157
915	0.1379529719
916	0.1379264671
917	0.1378740284
918	0.137851914
919	0.1378323646
920	0.1378207631
921	0.1378012449
922	0.1377507092
923	0.1377051476
924	0.1376853155
925	0.137665794
926	0.137649075
927	0.1376275715
928	0.1375788596
929	0.1375503124
930	0.1375252594
931	0.137504949
932	0.1374937172
933	0.1374613877
934	0.1374504037
935	0.1374308974
936	0.1374197783
937	0.1373756738
938	0.1373569734
939	0.1373336332
940	0.1373154664
941	0.1372955425
942	0.1372727785
943	0.1372540777
944	0.1372334166
945	0.1372164173
946	0.1371923653
947	0.1371816194
948	0.1371463896
949	0.1371193998
950	0.1370841806
951	0.1370726908
952	0.1370541384
953	0.1370082991
954	0.1369860175
955	0.1369579084
956	0.1369397639
957	0.1369212475
958	0.1369020145
959	0.1368916367
960	0.136870128
961	0.1368440914
962	0.1368285307
963	0.1368107953
964	0.1367664381
965	0.1367330309
966	0.1367154604
967	0.1367053173
968	0.1366874784
969	0.1366609063
970	0.1366317802
971	0.1366218894
972	0.1366116835
973	0.1365942534
974	0.1365523634
975	0.1365427229
976	0.1365261553
977	0.1365009898
978	0.1364856029
979	0.136466794
980	0.1364503476
981	0.1364189793
982	0.136402052
983	0.1363821098
984	0.1363617661
985	0.1363447184
986	0.1363317922
987	0.1363118412
988	0.1362884104
989	0.1362790249
990	0.1362672968
991	0.1362441062
992	0.1362345224
993	0.1361948602
994	0.1361668207
995	0.1361503434
996	0.1361321855
997	0.1360909955
998	0.1360747701
999	0.1360484905
1000	0.1360214183
1001	0.1360047772
1002	0.1359854569
1003	0.1359711994
1004	0.1359621143
1005	0.1359504022
1006	0.1359249888
1007	0.1359156187
1008	0.1358990563
1009	0.1358769389
1010	0.1358386125
1011	0.1358231716
1012	0.1358052632
1013	0.1357876208
1014	0.1357732848
1015	0.1357352194
1016	0.1357260733
1017	0.1357090721
1018	0.1356932679
1019	0.1356744847
1020	0.1356585789
1021	0.135645438
1022	0.1356286436
1023	0.1356198804
1024	0.1356045243
1025	0.1355868397
1026	0.1355498077
1027	0.135526437
1028	0.1355099408
1029	0.1354927009
1030	0.135474932
1031	0.1354593872
1032	0.1354445953
1033	0.1354077857
1034	0.1353989672
1035	0.1353818196
1036	0.1353674184
1037	0.13535888
1038	0.1353234192
1039	0.1353086043
1040	0.1352938884
1041	0.1352788987
1042	0.1352544932
1043	0.1352340949
1044	0.1352133535
1045	0.1352007057
1046	0.1351663691
1047	0.1351581025
1048	0.135137616
1049	0.1351290144
1050	0.1351140409
1051	0.1351009764
1052	0.1350808559
1053	0.1350581922
1054	0.1350251142
1055	0.1350108399
1056	0.1350025561
1057	0.1349807301
1058	0.1349488798
1059	0.1349374556
1060	0.1349293874
1061	0.1349139085
1062	0.1348969389
1063	0.1348815629
1064	0.1348667373
1065	0.1348589251
1066	0.1348440833
1067	0.1348339457
1068	0.1348168363
1069	0.1348008548
1070	0.1347847779
1071	0.1347708792
1072	0.1347397118
1073	0.1347321577
1074	0.1347192714
1075	0.1347028472
1076	0.1346727405
1077	0.1346586203
1078	0.1346447463
1079	0.1346328752
1080	0.1346068968
1081	0.1345922622
1082	0.1345631659
1083	0.1345271922
1084	0.1345175491
1085	0.1345070178
1086	0.1344910398
1087	0.1344836374
1088	0.1344649446
1089	0.1344496158
1090	0.1344412838
1091	0.1344257854
1092	0.1344098832
1093	0.1344023288
1094	0.1343872547
1095	0.1343704701
1096	0.1343630155
1097	0.1343556799
1098	0.1343392692
1099	0.134326455
1100	0.1343106514
1101	0.134285747
1102	0.1342722369
1103	0.1342592151
1104	0.1342409768
1105	0.1342187813
1106	0.1342117084
1107	0.1341985693
1108	0.1341801545
1109	0.1341657084
1110	0.1341313235
1111	0.1340981791
1112	0.1340829183
1113	0.1340702356
1114	0.134051506
1115	0.1340363674
1116	0.1340213788
1117	0.1340088116
1118	0.1339940862
1119	0.1339810083
1120	0.1339740369
1121	0.1339528585
1122	0.1339404982
1123	0.1339266192
1124	0.1339174668
1125	0.1339051329
1126	0.1338913309
1127	0.1338783678
1128	0.1338660433
1129	0.1338343185
1130	0.1338274269
1131	0.1338102635
1132	0.1337912597
1133	0.1337753969
1134	0.1337687178
1135	0.1337561831
1136	0.1337384798
1137	0.1337264058
1138	0.133712702
1139	0.1336984504
1140	0.1336824334
1141	0.1336686921
1142	0.1336568681
1143	0.1336295083
1144	0.1336227465
1145	0.1336098966
1146	0.1335835131
1147	0.1335580854
1148	0.1335468439
1149	0.1335343818
1150	0.1335038816
1151	0.1334915955
1152	0.133476089
1153	0.1334599729
1154	0.133437041
1155	0.1334307607
1156	0.1334218504
1157	0.1334093494
1158	0.1333953478
1159	0.1333838991
1160	0.1333708068
1161	0.1333415368
1162	0.1333353323
1163	0.1333223037
1164	0.1333106555
1165	0.1332964237
1166	0.1332899855
1167	0.133277846
1168	0.1332537456
1169	0.1332421183
1170	0.1332359094
1171	0.1332229668
1172	0.1332103063
1173	0.1331981037
1174	0.133186847
1175	0.1331755716
1176	0.1331637713
1177	0.1331354523
1178	0.133112116
1179	0.1331059957
1180	0.1330939253
1181	0.1330875259
1182	0.1330733636
1183	0.133067094
1184	0.1330612499
1185	0.1330488571
1186	0.1330380961
1187	0.1330271711
1188	0.1330156913
1189	0.1330023889
1190	0.132980016
1191	0.1329732257
1192	0.1329598002
1193	0.132950817
1194	0.1329292437
1195	0.1329172894
1196	0.132909849
1197	0.1328952003
1198	0.1328835486
1199	0.1328774347
1200	0.1328664857
1201	0.1328526158
1202	0.1328452246
1203	0.1328381013
1204	0.1328246967
1205	0.1328189508
1206	0.1327962977
1207	0.1327766645
1208	0.1327574446
1209	0.1327465643
1210	0.1327324702
1211	0.1327116994
1212	0.1326999621
1213	0.1326742341
1214	0.1326616254
1215	0.1326489016
1216	0.1326434063
1217	0.132618438
1218	0.1326055697
1219	0.1325940627
1220	0.1325840944
1221	0.1325785007
1222	0.1325695609
1223	0.1325582654
1224	0.132546181
1225	0.132533851
1226	0.1325237825
1227	0.1325036566
1228	0.1324928683
1229	0.1324734538
1230	0.1324575841
1231	0.1324499077
1232	0.132444658
1233	0.132429123
1234	0.132416437
1235	0.1323931981
1236	0.1323879627
1237	0.1323749384
1238	0.1323487868
1239	0.1323383524
1240	0.1323234124
1241	0.1323123532
1242	0.1322957423
1243	0.13228873
1244	0.1322783144
1245	0.1322665979
1246	0.1322442231
1247	0.1322358036
1248	0.1322221735
1249	0.1322103861
1250	0.1322006854
1251	0.1321870551
1252	0.1321777873
1253	0.1321680011
1254	0.1321629476
1255	0.1321524877
1256	0.1321470821
1257	0.1321343939
1258	0.1321293544
1259	0.1321091351
1260	0.1320843958
1261	0.1320676894
1262	0.1320571874
1263	0.1320387241
1264	0.1320279041
1265	0.1320160915
1266	0.1320029634
1267	0.1319961891
1268	0.131983515
1269	0.1319656963
1270	0.1319603805
1271	0.1319523789
1272	0.131941755
1273	0.1319256784
1274	0.1319186168
1275	0.1319136259
1276	0.1319023792
1277	0.1318878691
1278	0.1318775157
1279	0.1318652274
1280	0.1318536036
1281	0.1318378055
1282	0.1318210188
1283	0.1317984356
1284	0.1317884336
1285	0.1317771646
1286	0.131764736
1287	0.1317552037
1288	0.131745538
1289	0.1317299787
1290	0.1317175149
1291	0.1316943968
1292	0.13168243
1293	0.1316725916
1294	0.1316492472
1295	0.131640206
1296	0.1316303867
1297	0.1316205764
1298	0.1316064033
1299	0.1316002183
1300	0.1315902031
1301	0.1315854799
1302	0.131563326
1303	0.1315436585
1304	0.1315320383
1305	0.1315227203
1306	0.1315130143
1307	0.1314909826
1308	0.1314796769
1309	0.1314640984
1310	0.1314586338
1311	0.1314477565
1312	0.1314294397
1313	0.131413222
1314	0.1313913144
1315	0.1313819429
1316	0.1313772455
1317	0.1313677053
1318	0.1313560538
1319	0.1313452225
1320	0.1313355171
1321	0.1313310129
1322	0.1313195186
1323	0.1313038421
1324	0.1312951125
1325	0.1312800664
1326	0.1312696602
1327	0.1312651211
1328	0.1312533397
1329	0.1312489637
1330	0.131240219
1331	0.1312337949
1332	0.1312128982
1333	0.1312027853
1334	0.1311931281
1335	0.1311843863
1336	0.1311750093
1337	0.1311622323
1338	0.1311488643
1339	0.131134504
1340	0.1311249101
1341	0.131114599
1342	0.1311088732
1343	0.1310977625
1344	0.1310891987
1345	0.1310798627
1346	0.1310689065
1347	0.1310544847
1348	0.1310403157
1349	0.1310238006
1350	0.1310101098
1351	0.1310033306
1352	0.1309857838
1353	0.1309790408
1354	0.1309699268
1355	0.1309555924
1356	0.1309465431
1357	0.1309342153
1358	0.1309210085
1359	0.1309082802
1360	0.1309014827
1361	0.130897257
1362	0.1308870688
1363	0.1308787024
1364	0.1308684805
1365	0.1308594086
1366	0.1308465722
1367	0.1308358084
1368	0.1308270878
1369	0.1308173076
1370	0.1308129565
1371	0.1308041925
1372	0.1307955272
1373	0.130781963
1374	0.1307721911
1375	0.1307631192
1376	0.1307547533
1377	0.1307484853
1378	0.1307354362
1379	0.1307230985
1380	0.1307144354
1381	0.13070246
1382	0.1306983994
1383	0.130682401
1384	0.1306737239
1385	0.130664074
1386	0.1306454004
1387	0.1306310322
1388	0.130624452
1389	0.1306141195
1390	0.1306062396
1391	0.1305939746
1392	0.1305898089
1393	0.1305783776
1394	0.1305630674
1395	0.1305561573
1396	0.1305478015
1397	0.1305383774
1398	0.1305341851
1399	0.1305202883
1400	0.1305070429
1401	0.1304995077
1402	0.1304937629
1403	0.1304815034
1404	0.1304723339
1405	0.13045363
1406	0.1304405504
1407	0.1304304505
1408	0.1304187315
1409	0.1304147997
1410	0.1304105017
1411	0.1304020179
1412	0.1303896966
1413	0.1303844239
1414	0.1303748267
1415	0.1303612714
1416	0.1303510906
1417	0.130340835
1418	0.1303239163
1419	0.130313882
1420	0.1303071609
1421	0.1302989923
1422	0.1302952219
1423	0.1302880146
1424	0.1302726816
1425	0.1302648202
1426	0.1302588694
1427	0.1302491648
1428	0.1302426782
1429	0.1302328944
1430	0.1302226527
1431	0.1302182357
1432	0.1302105974
1433	0.1301937615
1434	0.130185967
1435	0.1301714576
1436	0.1301627321
1437	0.1301487596
1438	0.1301408235
1439	0.1301328708
1440	0.1301202868
1441	0.1301148467
1442	0.1301111984
1443	0.1301001244
1444	0.1300924127
1445	0.1300855806
1446	0.1300745012
1447	0.1300646224
1448	0.130053931
1449	0.1300416853
1450	0.1300378966
1451	0.1300319952
1452	0.1300224736
1453	0.1300151673
1454	0.1300055928
1455	0.1300010945
1456	0.1299848114
1457	0.1299786966
1458	0.1299714431
1459	0.1299591997
1460	0.1299485866
1461	0.1299407509
1462	0.1299301599
1463	0.1299229875
1464	0.1299195007
1465	0.129911165
1466	0.1299019303
1467	0.1298927005
1468	0.129883636
1469	0.1298664359
1470	0.1298531231
1471	0.1298479484
1472	0.1298428536
1473	0.1298280998
1474	0.1298192477
1475	0.1298143321
1476	0.1298097412
1477	0.1297981351
1478	0.1297907772
1479	0.1297874056
1480	0.1297804949
1481	0.1297673743
1482	0.129758192
1483	0.1297549053
1484	0.1297439651
1485	0.1297322495
1486	0.1297267022
1487	0.1297231811
1488	0.1297158335
1489	0.1297065382
1490	0.129699587
1491	0.1296860386
1492	0.1296804411
1493	0.1296722336
1494	0.1296625518
1495	0.129658787
1496	0.1296498985
1497	0.1296442294
1498	0.1296364494
1499	0.1296284078
1500	0.1296251227
1501	0.1296179943
1502	0.1295946625
1503	0.129582827
1504	0.1295721114
1505	0.1295654977
1506	0.1295540939
1507	0.1295425328
1508	0.129534963
1509	0.129531765
1510	0.1295244992
1511	0.1295178252
1512	0.1295067165
