iter	RMSE
1513	0.1295015921
1514	0.1294962111
1515	0.1294835687
1516	0.1294700159
1517	0.1294630503
1518	0.129447983
1519	0.1294260912
1520	0.1294193555
1521	0.1294088524
1522	0.1293969431
1523	0.1293883853
1524	0.1293760602
1525	0.1293620364
1526	0.1293516563
1527	0.1293445736
1528	0.1293319152
1529	0.1293248544
1530	0.1293217774
1531	0.1293061155
1532	0.1292934123
1533	0.1292860711
1534	0.1292792447
1535	0.1292761186
1536	0.1292676065
1537	0.1292645818
1538	0.1292615934
1539	0.129249895
1540	0.1292409447
1541	0.1292337789
1542	0.1292248907
1543	0.1292186747
1544	0.1292110046
1545	0.1292011318
1546	0.1291964881
1547	0.1291916935
1548	0.129180027
1549	0.1291722618
1550	0.1291611199
1551	0.1291533684
1552	0.1291504908
1553	0.1291453578
1554	0.1291400829
1555	0.1291325073
1556	0.1291233285
1557	0.1291125786
1558	0.1291074263
1559	0.1291003677
1560	0.1290959507
1561	0.1290862033
1562	0.1290766579
1563	0.129069808
1564	0.1290622541
1565	0.1290559352
1566	0.1290455382
1567	0.1290371798
1568	0.1290262848
1569	0.1290198019
1570	0.1290135425
1571	0.1290064093
1572	0.1289968549
1573	0.1289772418
1574	0.1289706702
1575	0.1289641057
1576	0.1289550108
1577	0.1289508584
1578	0.1289399091
1579	0.1289329946
1580	0.1289269873
1581	0.1289236285
1582	0.1289152072
1583	0.1289080431
1584	0.128901209
1585	0.1288902456
1586	0.1288755914
1587	0.1288681849
1588	0.128861425
1589	0.1288586819
1590	0.1288508112
1591	0.128839965
1592	0.1288333511
1593	0.1288270324
1594	0.128819297
1595	0.1288092051
1596	0.1287970052
1597	0.1287901172
1598	0.12878382
1599	0.1287727468
1600	0.1287664688
1601	0.1287592527
1602	0.1287527127
1603	0.1287488107
1604	0.1287437721
1605	0.1287324799
1606	0.128723172
1607	0.1287170121
1608	0.1287128551
1609	0.1287022089
1610	0.1286958305
1611	0.128690998
1612	0.1286864807
1613	0.1286726727
1614	0.1286699821
1615	0.128659681
1616	0.1286534991
1617	0.1286473795
1618	0.1286422175
1619	0.1286330804
1620	0.1286241322
1621	0.1286199734
1622	0.1286134495
1623	0.1286056094
1624	0.1285980113
1625	0.1285947347
1626	0.1285863876
1627	0.1285806753
1628	0.12857706
1629	0.1285703967
1630	0.1285619585
1631	0.1285580345
1632	0.1285406384
1633	0.1285343251
1634	0.1285274013
1635	0.128521523
1636	0.1285157702
1637	0.12850947
1638	0.1285045229
1639	0.1284986541
1640	0.1284947715
1641	0.1284835146
1642	0.1284768249
1643	0.1284700628
1644	0.1284620456
1645	0.1284551184
1646	0.1284523979
1647	0.1284433048
1648	0.128435859
1649	0.1284270206
1650	0.1284205631
1651	0.1284143394
1652	0.1284084101
1653	0.1283986403
1654	0.128391205
1655	0.1283884928
1656	0.1283849211
1657	0.1283762068
1658	0.1283736226
1659	0.1283660807
1660	0.1283551524
1661	0.1283516793
1662	0.1283478062
1663	0.1283380711
1664	0.1283346142
1665	0.1283264828
1666	0.1283133325
1667	0.1283049327
1668	0.1282989105
1669	0.1282915887
1670	0.1282870899
1671	0.1282771452
1672	0.12826776
1673	0.1282637331
1674	0.1282544606
1675	0.1282519918
1676	0.1282425749
1677	0.1282341523
1678	0.1282317448
1679	0.1282235945
1680	0.1282142125
1681	0.1282082415
1682	0.1281968192
1683	0.128187943
1684	0.1281820418
1685	0.1281745192
1686	0.1281654128
1687	0.1281620613
1688	0.128155315
1689	0.1281515674
1690	0.1281449802
1691	0.1281375861
1692	0.1281271508
1693	0.1281185776
1694	0.1281106464
1695	0.1281052083
1696	0.1280974178
1697	0.1280928242
1698	0.1280839587
1699	0.1280736965
1700	0.1280666899
1701	0.1280542002
1702	0.1280460325
1703	0.1280434465
1704	0.1280404368
1705	0.1280360126
1706	0.1280275378
1707	0.1280209371
1708	0.128011709
1709	0.1280026925
1710	0.1279995502
1711	0.1279916179
1712	0.1279838752
1713	0.1279723417
1714	0.1279685871
1715	0.127961696
1716	0.1279556342
1717	0.1279511899
1718	0.1279434095
1719	0.1279347557
1720	0.1279291653
1721	0.127924508
1722	0.1279200437
1723	0.1279107808
1724	0.1279085049
1725	0.1279016809
1726	0.1278981371
1727	0.1278925516
1728	0.1278839794
1729	0.1278807547
1730	0.127874255
1731	0.12786723
1732	0.1278604587
1733	0.1278543176
1734	0.1278469005
1735	0.1278440583
1736	0.1278360624
1737	0.1278306991
1738	0.1278250714
1739	0.1278173639
1740	0.12781154
1741	0.1278081871
1742	0.127798217
1743	0.1277958118
1744	0.1277872846
1745	0.1277818302
1746	0.1277764463
1747	0.1277701862
1748	0.1277659755
1749	0.1277548159
1750	0.1277482207
1751	0.1277415833
1752	0.1277392172
1753	0.1277308998
1754	0.1277268931
1755	0.1277173637
1756	0.1277115502
1757	0.1277048395
1758	0.1276952279
1759	0.1276928345
1760	0.1276855221
1761	0.1276824205
1762	0.1276783244
1763	0.1276698014
1764	0.1276622934
1765	0.127658973
1766	0.1276521261
1767	0.1276500494
1768	0.127642048
1769	0.1276311144
1770	0.1276281899
1771	0.1276200183
1772	0.1276088023
1773	0.1275979905
1774	0.1275914991
1775	0.1275862165
1776	0.1275840917
1777	0.1275798529
1778	0.1275719817
1779	0.127565704
1780	0.1275596325
1781	0.1275504597
1782	0.1275424261
1783	0.1275359016
1784	0.1275307131
1785	0.1275229382
1786	0.1275151582
1787	0.1275120273
1788	0.1275083661
1789	0.1275027624
1790	0.1274954885
1791	0.1274903242
1792	0.1274832876
1793	0.1274767994
1794	0.1274709594
1795	0.1274647785
1796	0.1274597917
1797	0.127453371
1798	0.1274480886
1799	0.1274409708
1800	0.1274376222
1801	0.1274325483
1802	0.12742338
1803	0.1274148096
1804	0.1274092055
1805	0.1274016909
1806	0.1273966493
1807	0.1273903171
1808	0.1273864951
1809	0.1273816332
1810	0.1273764654
1811	0.1273708264
1812	0.1273662764
1813	0.1273572644
1814	0.1273535054
1815	0.1273514798
1816	0.127344078
1817	0.1273370838
1818	0.1273316827
1819	0.1273258051
1820	0.1273208942
1821	0.1273121672
1822	0.1273020772
1823	0.1272962552
1824	0.1272905288
1825	0.1272874785
1826	0.1272821428
1827	0.1272720181
1828	0.1272643173
1829	0.12725733
1830	0.1272535307
1831	0.1272468558
1832	0.1272394289
1833	0.1272345347
1834	0.1272263177
1835	0.1272142284
1836	0.1272115435
1837	0.1272076534
1838	0.1272009283
1839	0.1271947279
1840	0.1271862549
1841	0.1271827814
1842	0.1271806262
1843	0.1271782284
1844	0.1271735636
1845	0.1271716485
1846	0.1271615653
1847	0.1271509933
1848	0.1271463562
1849	0.1271366152
1850	0.1271329466
1851	0.1271248724
1852	0.1271187173
1853	0.127111576
1854	0.1271076645
1855	0.1271016391
1856	0.1270967923
1857	0.127088511
1858	0.1270812303
1859	0.1270713713
1860	0.1270690899
1861	0.1270621702
1862	0.1270575228
1863	0.1270504451
1864	0.1270430936
1865	0.1270370598
1866	0.1270338667
1867	0.1270293652
1868	0.1270242635
1869	0.1270176661
1870	0.1270130314
1871	0.1270058806
1872	0.1269998662
1873	0.1269916384
1874	0.1269866861
1875	0.1269826715
1876	0.1269778934
1877	0.1269720381
1878	0.1269687184
1879	0.1269660067
1880	0.1269597833
1881	0.1269528145
1882	0.1269501611
1883	0.1269443386
1884	0.1269415541
1885	0.1269353869
1886	0.1269288481
1887	0.1269236988
1888	0.1269173668
1889	0.1269100402
1890	0.1269021893
1891	0.1268980134
1892	0.1268914595
1893	0.1268834999
1894	0.1268770558
1895	0.1268716402
1896	0.1268697852
1897	0.1268623563
1898	0.1268570853
1899	0.1268500834
1900	0.1268481614
1901	0.1268450333
1902	0.1268391459
1903	0.1268298342
1904	0.1268253724
1905	0.1268186748
1906	0.1268119393
1907	0.1268100883
1908	0.1268044677
1909	0.1267996158
1910	0.1267934251
1911	0.1267902016
1912	0.1267840158
1913	0.126776561
1914	0.1267703989
1915	0.1267668777
1916	0.1267608898
1917	0.1267529852
1918	0.1267466891
1919	0.1267398803
1920	0.1267368595
1921	0.1267275362
1922	0.1267210313
1923	0.1267152299
1924	0.1267109225
1925	0.1267047978
1926	0.1266985449
1927	0.1266892427
1928	0.1266871651
1929	0.1266813611
1930	0.1266713285
1931	0.1266653352
1932	0.1266604141
1933	0.126651413
1934	0.1266463837
1935	0.1266412151
1936	0.1266368993
1937	0.126631486
1938	0.1266260196
1939	0.1266170178
1940	0.1266128861
1941	0.1266041724
1942	0.1265927696
1943	0.1265903066
1944	0.1265858694
1945	0.1265794732
1946	0.1265746481
1947	0.1265702311
1948	0.1265649925
1949	0.1265588173
1950	0.126553772
1951	0.1265484205
1952	0.1265363435
1953	0.1265253976
1954	0.1265199655
1955	0.1265168659
1956	0.1265112013
1957	0.1265094692
1958	0.1265022376
1959	0.1264965852
1960	0.1264849269
1961	0.1264794714
1962	0.1264766708
1963	0.1264740153
1964	0.1264706439
1965	0.1264655831
1966	0.1264609425
1967	0.1264554143
1968	0.1264508773
1969	0.126448373
1970	0.1264417435
1971	0.1264401041
1972	0.1264359067
1973	0.1264301458
1974	0.126427807
1975	0.1264220051
1976	0.1264172471
1977	0.1264140553
1978	0.1264063585
1979	0.1264020142
1980	0.1263974006
1981	0.1263949474
1982	0.1263901509
1983	0.1263827434
1984	0.1263777452
1985	0.1263720019
1986	0.1263656594
1987	0.1263640724
1988	0.1263592638
1989	0.1263519422
1990	0.1263459788
1991	0.1263364532
1992	0.1263323513
1993	0.1263283615
1994	0.1263220586
1995	0.1263165171
1996	0.1263132381
1997	0.1263081531
1998	0.1263006851
1999	0.1262901025
2000	0.1262829915
2001	0.1262758031
2002	0.126268189
2003	0.1262630195
2004	0.1262593732
2005	0.1262577423
2006	0.1262551645
2007	0.1262498525
2008	0.1262448716
2009	0.1262393782
2010	0.1262313841
2011	0.1262261885
2012	0.1262205002
2013	0.1262136572
2014	0.1262061293
2015	0.1261999631
2016	0.1261938734
2017	0.1261881561
2018	0.1261848286
2019	0.1261810572
2020	0.1261754914
2021	0.1261678793
2022	0.126162962
2023	0.1261571115
2024	0.1261518665
2025	0.1261461203
2026	0.126140575
2027	0.1261320926
2028	0.1261262742
2029	0.1261181446
2030	0.1261120492
2031	0.1261074015
2032	0.1261037739
2033	0.1260993523
2034	0.1260953721
2035	0.1260872068
2036	0.126082652
2037	0.1260797322
2038	0.1260762903
2039	0.1260685615
2040	0.1260615617
2041	0.1260578053
2042	0.1260528226
2043	0.1260461534
2044	0.1260413505
2045	0.1260348442
2046	0.1260304258
2047	0.1260265402
2048	0.1260231772
2049	0.126020727
2050	0.1260191543
2051	0.126015174
2052	0.1260116134
2053	0.1260071235
2054	0.1260024013
2055	0.1259958355
2056	0.1259936279
2057	0.1259891396
2058	0.1259811483
2059	0.1259785244
2060	0.1259756456
2061	0.125974132
2062	0.1259670644
2063	0.125960631
2064	0.125955551
2065	0.1259503143
2066	0.1259487475
2067	0.1259442262
2068	0.1259420594
2069	0.1259364821
2070	0.1259305739
2071	0.1259259225
2072	0.1259193338
2073	0.1259131151
2074	0.1259043594
2075	0.1258979893
2076	0.1258936962
2077	0.1258885568
2078	0.1258835266
2079	0.1258783172
2080	0.1258720891
2081	0.125866112
2082	0.1258616623
2083	0.1258538093
2084	0.1258494692
2085	0.1258460861
2086	0.1258416312
2087	0.1258372372
2088	0.1258335447
2089	0.1258277552
2090	0.12582395
2091	0.1258170219
2092	0.1258110226
2093	0.1258051918
2094	0.1257994817
2095	0.1257934993
2096	0.1257893685
2097	0.1257840447
2098	0.125779825
2099	0.1257770021
2100	0.1257744321
2101	0.1257674635
2102	0.1257659228
2103	0.1257607496
2104	0.1257560417
2105	0.1257537389
2106	0.1257507571
2107	0.1257444063
2108	0.1257411033
2109	0.1257351653
2110	0.1257308677
2111	0.1257286556
2112	0.1257258881
2113	0.1257192138
2114	0.1257137351
2115	0.1257070154
2116	0.1257030603
2117	0.1256952319
2118	0.1256930307
2119	0.1256903993
2120	0.1256880354
2121	0.1256836136
2122	0.1256781129
2123	0.1256729945
2124	0.1256690174
2125	0.1256641318
2126	0.1256582339
2127	0.1256514079
2128	0.1256460481
2129	0.125640353
2130	0.1256340988
2131	0.1256318041
2132	0.1256288433
2133	0.1256235391
2134	0.1256199158
2135	0.1256153718
2136	0.1256140119
2137	0.1256111724
2138	0.12560736
2139	0.1256016148
2140	0.1255989467
2141	0.1255914618
2142	0.1255877543
2143	0.1255861749
2144	0.1255760343
2145	0.1255723572
2146	0.1255681655
2147	0.1255631099
2148	0.1255530377
2149	0.1255485
2150	0.1255431989
2151	0.1255372635
2152	0.1255324894
2153	0.1255271707
2154	0.1255211562
2155	0.12551709
2156	0.1255134002
2157	0.1255034876
2158	0.1255011877
2159	0.1254971418
2160	0.1254912447
2161	0.1254871762
2162	0.1254824639
2163	0.1254751629
2164	0.125469635
2165	0.1254582908
2166	0.1254526605
2167	0.125446696
2168	0.1254451015
2169	0.1254412863
2170	0.1254376518
2171	0.1254340678
2172	0.1254287055
2173	0.1254236284
2174	0.1254184487
2175	0.1254134302
2176	0.1254097226
2177	0.1254062648
2178	0.1253953433
2179	0.1253931889
2180	0.1253885845
2181	0.1253869806
2182	0.1253843155
2183	0.1253827604
2184	0.1253783385
2185	0.1253725628
2186	0.1253704123
2187	0.1253638796
2188	0.1253604869
2189	0.1253562231
2190	0.1253515829
2191	0.1253485602
2192	0.12534356
2193	0.1253385735
2194	0.125332272
2195	0.1253277169
2196	0.1253226706
2197	0.1253180374
2198	0.1253118883
2199	0.1253085601
2200	0.1253056633
2201	0.1253012011
2202	0.1252997452
2203	0.125294092
2204	0.1252900275
2205	0.1252857821
2206	0.1252804795
2207	0.1252780087
2208	0.1252736212
2209	0.1252715845
2210	0.1252660936
2211	0.125261442
2212	0.1252592761
2213	0.1252524008
2214	0.1252480513
2215	0.1252441494
2216	0.125238791
2217	0.1252359278
2218	0.1252320141
2219	0.1252285955
2220	0.1252233342
2221	0.1252203229
2222	0.1252151396
2223	0.1252136075
2224	0.1252095524
2225	0.1252024273
2226	0.1251974742
2227	0.1251948114
2228	0.1251891961
2229	0.1251848128
2230	0.1251647103
2231	0.1251607273
2232	0.1251571794
2233	0.1251519383
2234	0.1251495773
2235	0.1251412431
2236	0.1251318167
2237	0.1251304215
2238	0.1251274003
2239	0.1251249654
2240	0.1251229713
2241	0.1251170571
2242	0.1251106713
2243	0.1251083701
2244	0.1251044623
2245	0.1251005381
2246	0.1250955161
2247	0.1250911858
2248	0.1250858785
2249	0.1250789495
2250	0.1250774826
2251	0.1250719903
2252	0.1250693791
2253	0.1250657136
2254	0.1250636046
2255	0.1250589932
2256	0.1250547521
2257	0.1250503116
2258	0.1250455136
2259	0.1250443444
2260	0.1250406993
2261	0.12503635
2262	0.1250335758
2263	0.1250284654
2264	0.1250185139
2265	0.1250141314
2266	0.1250098774
2267	0.124990526
2268	0.124982559
2269	0.1249793613
2270	0.1249755646
2271	0.1249714848
2272	0.1249651489
2273	0.1249585776
2274	0.1249569862
2275	0.1249534844
2276	0.1249481742
2277	0.1249443929
2278	0.124939195
2279	0.1249342093
2280	0.1249294692
2281	0.1249265521
2282	0.1249216538
2283	0.1249196554
2284	0.12491583
2285	0.1249129226
2286	0.1249117109
2287	0.1249079897
2288	0.1248988772
2289	0.1248953695
2290	0.1248910387
2291	0.1248860271
2292	0.1248809372
2293	0.1248790269
2294	0.124860362
2295	0.1248568075
2296	0.124853447
2297	0.1248486502
2298	0.1248413638
2299	0.1248388785
2300	0.1248347133
2301	0.1248328599
2302	0.1248228503
2303	0.1248196307
2304	0.1248166011
2305	0.1248132557
2306	0.1248107475
2307	0.1248064111
2308	0.1248013148
2309	0.1247979685
2310	0.1247958761
2311	0.1247921181
2312	0.1247886716
2313	0.1247842783
2314	0.1247797916
2315	0.1247758714
2316	0.1247712243
2317	0.1247661921
2318	0.1247623541
2319	0.1247572676
2320	0.1247528944
2321	0.1247502817
2322	0.1247473298
2323	0.1247427239
2324	0.1247390826
2325	0.1247341917
2326	0.124731267
2327	0.1247293769
2328	0.1247282124
2329	0.1247194428
2330	0.1247153263
2331	0.1247111313
2332	0.1247061335
2333	0.1247026908
2334	0.1247003684
2335	0.1246947564
2336	0.1246902182
2337	0.1246871348
2338	0.1246831906
2339	0.1246812489
2340	0.1246777674
2341	0.1246753814
2342	0.1246697079
2343	0.1246663439
2344	0.1246639886
2345	0.1246618008
2346	0.124658551
2347	0.1246567236
2348	0.1246511913
2349	0.1246475482
2350	0.1246414471
2351	0.1246362734
2352	0.1246330502
2353	0.1246306982
2354	0.1246275798
2355	0.1246229239
2356	0.124619446
2357	0.124614956
2358	0.1246136087
