iter	Passed	Remaining
922	18000	30325
923	18019	30305
924	18038	30285
925	18057	30264
926	18076	30244
927	18094	30223
928	18113	30202
929	18131	30180
930	18150	30160
931	18169	30140
932	18189	30121
933	18208	30101
934	18227	30080
935	18246	30059
936	18264	30038
937	18283	30017
938	18301	29996
939	18320	29975
940	18339	29954
941	18357	29933
942	18376	29913
943	18395	29893
944	18413	29871
945	18432	29850
946	18450	29828
947	18468	29806
948	18487	29786
949	18505	29765
950	18524	29745
951	18543	29723
952	18561	29702
953	18579	29680
954	18598	29660
955	18616	29638
956	18634	29617
957	18653	29596
958	18672	29575
959	18690	29554
960	18710	29535
961	18728	29514
962	18747	29493
963	18765	29472
964	18784	29452
965	18803	29431
966	18822	29411
967	18841	29391
968	18860	29371
969	18881	29353
970	18899	29332
971	18918	29311
972	18937	29291
973	18955	29270
974	18973	29248
975	18993	29229
976	19012	29209
977	19030	29187
978	19049	29168
979	19070	29151
980	19090	29131
981	19109	29112
982	19129	29093
983	19148	29073
984	19167	29052
985	19185	29031
986	19204	29011
987	19224	28991
988	19243	28971
989	19262	28951
990	19281	28931
991	19300	28911
992	19319	28891
993	19338	28871
994	19357	28851
995	19377	28832
996	19396	28812
997	19415	28793
998	19435	28774
999	19454	28754
1000	19474	28734
1001	19492	28713
1002	19511	28693
1003	19532	28675
1004	19551	28655
1005	19569	28634
1006	19587	28613
1007	19606	28592
1008	19624	28571
1009	19644	28553
1010	19663	28532
1011	19682	28512
1012	19701	28491
1013	19719	28471
1014	19739	28451
1015	19757	28431
1016	19776	28410
1017	19795	28390
1018	19813	28369
1019	19833	28350
1020	19854	28332
1021	19874	28313
1022	19893	28294
1023	19912	28273
1024	19931	28253
1025	19951	28235
1026	19970	28215
1027	19988	28194
1028	20007	28174
1029	20027	28155
1030	20046	28134
1031	20065	28114
1032	20083	28093
1033	20102	28072
1034	20120	28052
1035	20139	28031
1036	20157	28010
1037	20175	27989
1038	20194	27969
1039	20212	27947
1040	20230	27926
1041	20248	27905
1042	20268	27885
1043	20286	27865
1044	20305	27845
1045	20324	27824
1046	20343	27804
1047	20361	27783
1048	20380	27763
1049	20398	27742
1050	20417	27722
1051	20435	27701
1052	20454	27680
1053	20473	27660
1054	20492	27639
1055	20510	27619
1056	20529	27598
1057	20547	27578
1058	20566	27557
1059	20584	27537
1060	20603	27516
1061	20621	27495
1062	20640	27474
1063	20658	27454
1064	20677	27434
1065	20696	27413
1066	20714	27392
1067	20733	27372
1068	20752	27352
1069	20770	27331
1070	20788	27310
1071	20807	27290
1072	20826	27270
1073	20845	27250
1074	20864	27230
1075	20884	27211
1076	20902	27191
1077	20921	27170
1078	20939	27150
1079	20958	27129
1080	20977	27109
1081	20995	27088
1082	21014	27068
1083	21034	27049
1084	21053	27029
1085	21073	27010
1086	21092	26992
1087	21112	26973
1088	21131	26953
1089	21150	26933
1090	21169	26912
1091	21189	26893
1092	21208	26874
1093	21228	26855
1094	21247	26836
1095	21266	26815
1096	21285	26796
1097	21306	26778
1098	21325	26759
1099	21344	26739
1100	21364	26720
1101	21383	26700
1102	21402	26680
1103	21421	26660
1104	21439	26639
1105	21458	26619
1106	21478	26600
1107	21497	26580
1108	21521	26567
1109	21541	26548
1110	21560	26528
1111	21579	26508
1112	21597	26487
1113	21617	26468
1114	21638	26451
1115	21657	26430
1116	21675	26409
1117	21693	26389
1118	21712	26369
1119	21733	26351
1120	21753	26333
1121	21772	26313
1122	21791	26293
1123	21811	26275
1124	21831	26256
1125	21852	26238
1126	21873	26220
1127	21892	26201
1128	21912	26182
1129	21931	26162
1130	21951	26144
1131	21972	26126
1132	21991	26106
1133	22010	26086
1134	22028	26065
1135	22047	26045
1136	22065	26024
1137	22084	26005
1138	22104	25985
1139	22123	25965
1140	22141	25945
1141	22160	25924
1142	22179	25905
1143	22198	25885
1144	22217	25865
1145	22236	25845
1146	22254	25824
1147	22273	25805
1148	22292	25784
1149	22312	25765
1150	22331	25745
